geometry
"POLYGON ((-149057.2906922066 -13280.15028393687, -146058.2001585922 -13280.15028393687, -146058.2001585922 -16288.61735661452, -149057.2906922066 -16288.61735661452, -149057.2906922066 -13280.15028393687))"
"POLYGON ((-146058.2001585922 -13280.15028393687, -143059.1096249778 -13280.15028393687, -143059.1096249778 -16288.61735661452, -146058.2001585922 -16288.61735661452, -146058.2001585922 -13280.15028393687))"
"POLYGON ((-143059.1096249778 -13280.15028393687, -140060.0190913635 -13280.15028393687, -140060.0190913635 -16288.61735661452, -143059.1096249778 -16288.61735661452, -143059.1096249778 -13280.15028393687))"
"POLYGON ((-59084.57468377554 -13280.15028393687, -56085.48415016115 -13280.15028393687, -56085.48415016115 -16288.61735661452, -59084.57468377554 -16288.61735661452, -59084.57468377554 -13280.15028393687))"
"POLYGON ((-56085.48415016115 -13280.15028393687, -53086.39361654682 -13280.15028393687, -53086.39361654682 -16288.61735661452, -56085.48415016115 -16288.61735661452, -56085.48415016115 -13280.15028393687))"
"POLYGON ((-227033.6445661802 -10271.68321125923, -224034.5540325658 -10271.68321125923, -224034.5540325658 -13280.15028393687, -227033.6445661802 -13280.15028393687, -227033.6445661802 -10271.68321125923))"
"POLYGON ((-224034.5540325658 -10271.68321125923, -221035.4634989514 -10271.68321125923, -221035.4634989514 -13280.15028393687, -224034.5540325658 -13280.15028393687, -224034.5540325658 -10271.68321125923))"
"POLYGON ((-221035.4634989514 -10271.68321125923, -218036.372965337 -10271.68321125923, -218036.372965337 -13280.15028393687, -221035.4634989514 -13280.15028393687, -221035.4634989514 -10271.68321125923))"
"POLYGON ((-218036.372965337 -10271.68321125923, -215037.2824317227 -10271.68321125923, -215037.2824317227 -13280.15028393687, -218036.372965337 -13280.15028393687, -218036.372965337 -10271.68321125923))"
"POLYGON ((-194043.6486964221 -10271.68321125923, -191044.5581628077 -10271.68321125923, -191044.5581628077 -13280.15028393687, -194043.6486964221 -13280.15028393687, -194043.6486964221 -10271.68321125923))"
"POLYGON ((-191044.5581628077 -10271.68321125923, -188045.4676291934 -10271.68321125923, -188045.4676291934 -13280.15028393687, -191044.5581628077 -13280.15028393687, -191044.5581628077 -10271.68321125923))"
"POLYGON ((-188045.4676291934 -10271.68321125923, -185046.377095579 -10271.68321125923, -185046.377095579 -13280.15028393687, -188045.4676291934 -13280.15028393687, -188045.4676291934 -10271.68321125923))"
"POLYGON ((-185046.377095579 -10271.68321125923, -182047.2865619646 -10271.68321125923, -182047.2865619646 -13280.15028393687, -185046.377095579 -13280.15028393687, -185046.377095579 -10271.68321125923))"
"POLYGON ((-182047.2865619646 -10271.68321125923, -179048.1960283503 -10271.68321125923, -179048.1960283503 -13280.15028393687, -182047.2865619646 -13280.15028393687, -182047.2865619646 -10271.68321125923))"
"POLYGON ((-179048.1960283503 -10271.68321125923, -176049.1054947359 -10271.68321125923, -176049.1054947359 -13280.15028393687, -179048.1960283503 -13280.15028393687, -179048.1960283503 -10271.68321125923))"
"POLYGON ((-176049.1054947359 -10271.68321125923, -173050.0149611215 -10271.68321125923, -173050.0149611215 -13280.15028393687, -176049.1054947359 -13280.15028393687, -176049.1054947359 -10271.68321125923))"
"POLYGON ((-173050.0149611215 -10271.68321125923, -170050.9244275072 -10271.68321125923, -170050.9244275072 -13280.15028393687, -173050.0149611215 -13280.15028393687, -173050.0149611215 -10271.68321125923))"
"POLYGON ((-170050.9244275072 -10271.68321125923, -167051.8338938928 -10271.68321125923, -167051.8338938928 -13280.15028393687, -170050.9244275072 -13280.15028393687, -170050.9244275072 -10271.68321125923))"
"POLYGON ((-167051.8338938928 -10271.68321125923, -164052.7433602784 -10271.68321125923, -164052.7433602784 -13280.15028393687, -167051.8338938928 -13280.15028393687, -167051.8338938928 -10271.68321125923))"
"POLYGON ((-164052.7433602784 -10271.68321125923, -161053.6528266641 -10271.68321125923, -161053.6528266641 -13280.15028393687, -164052.7433602784 -13280.15028393687, -164052.7433602784 -10271.68321125923))"
"POLYGON ((-161053.6528266641 -10271.68321125923, -158054.5622930497 -10271.68321125923, -158054.5622930497 -13280.15028393687, -161053.6528266641 -13280.15028393687, -161053.6528266641 -10271.68321125923))"
"POLYGON ((-158054.5622930497 -10271.68321125923, -155055.4717594353 -10271.68321125923, -155055.4717594353 -13280.15028393687, -158054.5622930497 -13280.15028393687, -158054.5622930497 -10271.68321125923))"
"POLYGON ((-155055.4717594353 -10271.68321125923, -152056.381225821 -10271.68321125923, -152056.381225821 -13280.15028393687, -155055.4717594353 -13280.15028393687, -155055.4717594353 -10271.68321125923))"
"POLYGON ((-152056.381225821 -10271.68321125923, -149057.2906922066 -10271.68321125923, -149057.2906922066 -13280.15028393687, -152056.381225821 -13280.15028393687, -152056.381225821 -10271.68321125923))"
"POLYGON ((-149057.2906922066 -10271.68321125923, -146058.2001585922 -10271.68321125923, -146058.2001585922 -13280.15028393687, -149057.2906922066 -13280.15028393687, -149057.2906922066 -10271.68321125923))"
"POLYGON ((-146058.2001585922 -10271.68321125923, -143059.1096249778 -10271.68321125923, -143059.1096249778 -13280.15028393687, -146058.2001585922 -13280.15028393687, -146058.2001585922 -10271.68321125923))"
"POLYGON ((-143059.1096249778 -10271.68321125923, -140060.0190913635 -10271.68321125923, -140060.0190913635 -13280.15028393687, -143059.1096249778 -13280.15028393687, -143059.1096249778 -10271.68321125923))"
"POLYGON ((-62083.66521738988 -10271.68321125923, -59084.57468377554 -10271.68321125923, -59084.57468377554 -13280.15028393687, -62083.66521738988 -13280.15028393687, -62083.66521738988 -10271.68321125923))"
"POLYGON ((-59084.57468377554 -10271.68321125923, -56085.48415016115 -10271.68321125923, -56085.48415016115 -13280.15028393687, -59084.57468377554 -13280.15028393687, -59084.57468377554 -10271.68321125923))"
"POLYGON ((-56085.48415016115 -10271.68321125923, -53086.39361654682 -10271.68321125923, -53086.39361654682 -13280.15028393687, -56085.48415016115 -13280.15028393687, -56085.48415016115 -10271.68321125923))"
"POLYGON ((-53086.39361654682 -10271.68321125923, -50087.30308293243 -10271.68321125923, -50087.30308293243 -13280.15028393687, -53086.39361654682 -13280.15028393687, -53086.39361654682 -10271.68321125923))"
"POLYGON ((-233031.8256334089 -7263.216138581582, -230032.7350997945 -7263.216138581582, -230032.7350997945 -10271.68321125923, -233031.8256334089 -10271.68321125923, -233031.8256334089 -7263.216138581582))"
"POLYGON ((-230032.7350997945 -7263.216138581582, -227033.6445661802 -7263.216138581582, -227033.6445661802 -10271.68321125923, -230032.7350997945 -10271.68321125923, -230032.7350997945 -7263.216138581582))"
"POLYGON ((-227033.6445661802 -7263.216138581582, -224034.5540325658 -7263.216138581582, -224034.5540325658 -10271.68321125923, -227033.6445661802 -10271.68321125923, -227033.6445661802 -7263.216138581582))"
"POLYGON ((-224034.5540325658 -7263.216138581582, -221035.4634989514 -7263.216138581582, -221035.4634989514 -10271.68321125923, -224034.5540325658 -10271.68321125923, -224034.5540325658 -7263.216138581582))"
"POLYGON ((-221035.4634989514 -7263.216138581582, -218036.372965337 -7263.216138581582, -218036.372965337 -10271.68321125923, -221035.4634989514 -10271.68321125923, -221035.4634989514 -7263.216138581582))"
"POLYGON ((-218036.372965337 -7263.216138581582, -215037.2824317227 -7263.216138581582, -215037.2824317227 -10271.68321125923, -218036.372965337 -10271.68321125923, -218036.372965337 -7263.216138581582))"
"POLYGON ((-209039.101364494 -7263.216138581582, -206040.0108308796 -7263.216138581582, -206040.0108308796 -10271.68321125923, -209039.101364494 -10271.68321125923, -209039.101364494 -7263.216138581582))"
"POLYGON ((-206040.0108308796 -7263.216138581582, -203040.9202972652 -7263.216138581582, -203040.9202972652 -10271.68321125923, -206040.0108308796 -10271.68321125923, -206040.0108308796 -7263.216138581582))"
"POLYGON ((-203040.9202972652 -7263.216138581582, -200041.8297636508 -7263.216138581582, -200041.8297636508 -10271.68321125923, -203040.9202972652 -10271.68321125923, -203040.9202972652 -7263.216138581582))"
"POLYGON ((-200041.8297636508 -7263.216138581582, -197042.7392300365 -7263.216138581582, -197042.7392300365 -10271.68321125923, -200041.8297636508 -10271.68321125923, -200041.8297636508 -7263.216138581582))"
"POLYGON ((-197042.7392300365 -7263.216138581582, -194043.6486964221 -7263.216138581582, -194043.6486964221 -10271.68321125923, -197042.7392300365 -10271.68321125923, -197042.7392300365 -7263.216138581582))"
"POLYGON ((-194043.6486964221 -7263.216138581582, -191044.5581628077 -7263.216138581582, -191044.5581628077 -10271.68321125923, -194043.6486964221 -10271.68321125923, -194043.6486964221 -7263.216138581582))"
"POLYGON ((-191044.5581628077 -7263.216138581582, -188045.4676291934 -7263.216138581582, -188045.4676291934 -10271.68321125923, -191044.5581628077 -10271.68321125923, -191044.5581628077 -7263.216138581582))"
"POLYGON ((-188045.4676291934 -7263.216138581582, -185046.377095579 -7263.216138581582, -185046.377095579 -10271.68321125923, -188045.4676291934 -10271.68321125923, -188045.4676291934 -7263.216138581582))"
"POLYGON ((-185046.377095579 -7263.216138581582, -182047.2865619646 -7263.216138581582, -182047.2865619646 -10271.68321125923, -185046.377095579 -10271.68321125923, -185046.377095579 -7263.216138581582))"
"POLYGON ((-182047.2865619646 -7263.216138581582, -179048.1960283503 -7263.216138581582, -179048.1960283503 -10271.68321125923, -182047.2865619646 -10271.68321125923, -182047.2865619646 -7263.216138581582))"
"POLYGON ((-179048.1960283503 -7263.216138581582, -176049.1054947359 -7263.216138581582, -176049.1054947359 -10271.68321125923, -179048.1960283503 -10271.68321125923, -179048.1960283503 -7263.216138581582))"
"POLYGON ((-176049.1054947359 -7263.216138581582, -173050.0149611215 -7263.216138581582, -173050.0149611215 -10271.68321125923, -176049.1054947359 -10271.68321125923, -176049.1054947359 -7263.216138581582))"
"POLYGON ((-173050.0149611215 -7263.216138581582, -170050.9244275072 -7263.216138581582, -170050.9244275072 -10271.68321125923, -173050.0149611215 -10271.68321125923, -173050.0149611215 -7263.216138581582))"
"POLYGON ((-170050.9244275072 -7263.216138581582, -167051.8338938928 -7263.216138581582, -167051.8338938928 -10271.68321125923, -170050.9244275072 -10271.68321125923, -170050.9244275072 -7263.216138581582))"
"POLYGON ((-167051.8338938928 -7263.216138581582, -164052.7433602784 -7263.216138581582, -164052.7433602784 -10271.68321125923, -167051.8338938928 -10271.68321125923, -167051.8338938928 -7263.216138581582))"
"POLYGON ((-164052.7433602784 -7263.216138581582, -161053.6528266641 -7263.216138581582, -161053.6528266641 -10271.68321125923, -164052.7433602784 -10271.68321125923, -164052.7433602784 -7263.216138581582))"
"POLYGON ((-161053.6528266641 -7263.216138581582, -158054.5622930497 -7263.216138581582, -158054.5622930497 -10271.68321125923, -161053.6528266641 -10271.68321125923, -161053.6528266641 -7263.216138581582))"
"POLYGON ((-158054.5622930497 -7263.216138581582, -155055.4717594353 -7263.216138581582, -155055.4717594353 -10271.68321125923, -158054.5622930497 -10271.68321125923, -158054.5622930497 -7263.216138581582))"
"POLYGON ((-155055.4717594353 -7263.216138581582, -152056.381225821 -7263.216138581582, -152056.381225821 -10271.68321125923, -155055.4717594353 -10271.68321125923, -155055.4717594353 -7263.216138581582))"
"POLYGON ((-152056.381225821 -7263.216138581582, -149057.2906922066 -7263.216138581582, -149057.2906922066 -10271.68321125923, -152056.381225821 -10271.68321125923, -152056.381225821 -7263.216138581582))"
"POLYGON ((-149057.2906922066 -7263.216138581582, -146058.2001585922 -7263.216138581582, -146058.2001585922 -10271.68321125923, -149057.2906922066 -10271.68321125923, -149057.2906922066 -7263.216138581582))"
"POLYGON ((-146058.2001585922 -7263.216138581582, -143059.1096249778 -7263.216138581582, -143059.1096249778 -10271.68321125923, -146058.2001585922 -10271.68321125923, -146058.2001585922 -7263.216138581582))"
"POLYGON ((-143059.1096249778 -7263.216138581582, -140060.0190913635 -7263.216138581582, -140060.0190913635 -10271.68321125923, -143059.1096249778 -10271.68321125923, -143059.1096249778 -7263.216138581582))"
"POLYGON ((-140060.0190913635 -7263.216138581582, -137060.9285577491 -7263.216138581582, -137060.9285577491 -10271.68321125923, -140060.0190913635 -10271.68321125923, -140060.0190913635 -7263.216138581582))"
"POLYGON ((-65082.75575100427 -7263.216138581582, -62083.66521738988 -7263.216138581582, -62083.66521738988 -10271.68321125923, -65082.75575100427 -10271.68321125923, -65082.75575100427 -7263.216138581582))"
"POLYGON ((-62083.66521738988 -7263.216138581582, -59084.57468377554 -7263.216138581582, -59084.57468377554 -10271.68321125923, -62083.66521738988 -10271.68321125923, -62083.66521738988 -7263.216138581582))"
"POLYGON ((-59084.57468377554 -7263.216138581582, -56085.48415016115 -7263.216138581582, -56085.48415016115 -10271.68321125923, -59084.57468377554 -10271.68321125923, -59084.57468377554 -7263.216138581582))"
"POLYGON ((-56085.48415016115 -7263.216138581582, -53086.39361654682 -7263.216138581582, -53086.39361654682 -10271.68321125923, -56085.48415016115 -10271.68321125923, -56085.48415016115 -7263.216138581582))"
"POLYGON ((-53086.39361654682 -7263.216138581582, -50087.30308293243 -7263.216138581582, -50087.30308293243 -10271.68321125923, -53086.39361654682 -10271.68321125923, -53086.39361654682 -7263.216138581582))"
"POLYGON ((-50087.30308293243 -7263.216138581582, -47088.21254931804 -7263.216138581582, -47088.21254931804 -10271.68321125923, -50087.30308293243 -10271.68321125923, -50087.30308293243 -7263.216138581582))"
"POLYGON ((-239030.0067006376 -4254.749065903936, -236030.9161670233 -4254.749065903936, -236030.9161670233 -7263.216138581582, -239030.0067006376 -7263.216138581582, -239030.0067006376 -4254.749065903936))"
"POLYGON ((-236030.9161670233 -4254.749065903936, -233031.8256334089 -4254.749065903936, -233031.8256334089 -7263.216138581582, -236030.9161670233 -7263.216138581582, -236030.9161670233 -4254.749065903936))"
"POLYGON ((-233031.8256334089 -4254.749065903936, -230032.7350997945 -4254.749065903936, -230032.7350997945 -7263.216138581582, -233031.8256334089 -7263.216138581582, -233031.8256334089 -4254.749065903936))"
"POLYGON ((-230032.7350997945 -4254.749065903936, -227033.6445661802 -4254.749065903936, -227033.6445661802 -7263.216138581582, -230032.7350997945 -7263.216138581582, -230032.7350997945 -4254.749065903936))"
"POLYGON ((-227033.6445661802 -4254.749065903936, -224034.5540325658 -4254.749065903936, -224034.5540325658 -7263.216138581582, -227033.6445661802 -7263.216138581582, -227033.6445661802 -4254.749065903936))"
"POLYGON ((-224034.5540325658 -4254.749065903936, -221035.4634989514 -4254.749065903936, -221035.4634989514 -7263.216138581582, -224034.5540325658 -7263.216138581582, -224034.5540325658 -4254.749065903936))"
"POLYGON ((-221035.4634989514 -4254.749065903936, -218036.372965337 -4254.749065903936, -218036.372965337 -7263.216138581582, -221035.4634989514 -7263.216138581582, -221035.4634989514 -4254.749065903936))"
"POLYGON ((-218036.372965337 -4254.749065903936, -215037.2824317227 -4254.749065903936, -215037.2824317227 -7263.216138581582, -218036.372965337 -7263.216138581582, -218036.372965337 -4254.749065903936))"
