geometry
"POLYGON ((-146058.2001585922 107058.5326231689, -143059.1096249778 107058.5326231689, -143059.1096249778 104050.0655504913, -146058.2001585922 104050.0655504913, -146058.2001585922 107058.5326231689))"
"POLYGON ((-143059.1096249778 107058.5326231689, -140060.0190913635 107058.5326231689, -140060.0190913635 104050.0655504913, -143059.1096249778 104050.0655504913, -143059.1096249778 107058.5326231689))"
"POLYGON ((-140060.0190913635 107058.5326231689, -137060.9285577491 107058.5326231689, -137060.9285577491 104050.0655504913, -140060.0190913635 104050.0655504913, -140060.0190913635 107058.5326231689))"
"POLYGON ((-137060.9285577491 107058.5326231689, -134061.8380241347 107058.5326231689, -134061.8380241347 104050.0655504913, -137060.9285577491 104050.0655504913, -137060.9285577491 107058.5326231689))"
"POLYGON ((-134061.8380241347 107058.5326231689, -131062.7474905204 107058.5326231689, -131062.7474905204 104050.0655504913, -134061.8380241347 104050.0655504913, -134061.8380241347 107058.5326231689))"
"POLYGON ((-131062.7474905204 107058.5326231689, -128063.656956906 107058.5326231689, -128063.656956906 104050.0655504913, -131062.7474905204 104050.0655504913, -131062.7474905204 107058.5326231689))"
"POLYGON ((-128063.656956906 107058.5326231689, -125064.5664232916 107058.5326231689, -125064.5664232916 104050.0655504913, -128063.656956906 104050.0655504913, -128063.656956906 107058.5326231689))"
"POLYGON ((-125064.5664232916 107058.5326231689, -122065.4758896773 107058.5326231689, -122065.4758896773 104050.0655504913, -125064.5664232916 104050.0655504913, -125064.5664232916 107058.5326231689))"
"POLYGON ((-122065.4758896773 107058.5326231689, -119066.3853560629 107058.5326231689, -119066.3853560629 104050.0655504913, -122065.4758896773 104050.0655504913, -122065.4758896773 107058.5326231689))"
"POLYGON ((-119066.3853560629 107058.5326231689, -116067.2948224485 107058.5326231689, -116067.2948224485 104050.0655504913, -119066.3853560629 104050.0655504913, -119066.3853560629 107058.5326231689))"
"POLYGON ((-116067.2948224485 107058.5326231689, -113068.2042888342 107058.5326231689, -113068.2042888342 104050.0655504913, -116067.2948224485 104050.0655504913, -116067.2948224485 107058.5326231689))"
"POLYGON ((-113068.2042888342 107058.5326231689, -110069.1137552198 107058.5326231689, -110069.1137552198 104050.0655504913, -113068.2042888342 104050.0655504913, -113068.2042888342 107058.5326231689))"
"POLYGON ((-110069.1137552198 107058.5326231689, -107070.0232216054 107058.5326231689, -107070.0232216054 104050.0655504913, -110069.1137552198 104050.0655504913, -110069.1137552198 107058.5326231689))"
"POLYGON ((-107070.0232216054 107058.5326231689, -104070.9326879911 107058.5326231689, -104070.9326879911 104050.0655504913, -107070.0232216054 104050.0655504913, -107070.0232216054 107058.5326231689))"
"POLYGON ((-104070.9326879911 107058.5326231689, -101071.8421543767 107058.5326231689, -101071.8421543767 104050.0655504913, -104070.9326879911 104050.0655504913, -104070.9326879911 107058.5326231689))"
"POLYGON ((-101071.8421543767 107058.5326231689, -98072.75162076234 107058.5326231689, -98072.75162076234 104050.0655504913, -101071.8421543767 104050.0655504913, -101071.8421543767 107058.5326231689))"
"POLYGON ((-98072.75162076234 107058.5326231689, -95073.66108714795 107058.5326231689, -95073.66108714795 104050.0655504913, -98072.75162076234 104050.0655504913, -98072.75162076234 107058.5326231689))"
"POLYGON ((-95073.66108714795 107058.5326231689, -92074.57055353356 107058.5326231689, -92074.57055353356 104050.0655504913, -95073.66108714795 104050.0655504913, -95073.66108714795 107058.5326231689))"
"POLYGON ((-92074.57055353356 107058.5326231689, -89075.48001991923 107058.5326231689, -89075.48001991923 104050.0655504913, -92074.57055353356 104050.0655504913, -92074.57055353356 107058.5326231689))"
"POLYGON ((-89075.48001991923 107058.5326231689, -86076.38948630483 107058.5326231689, -86076.38948630483 104050.0655504913, -89075.48001991923 104050.0655504913, -89075.48001991923 107058.5326231689))"
"POLYGON ((-86076.38948630483 107058.5326231689, -83077.2989526905 107058.5326231689, -83077.2989526905 104050.0655504913, -86076.38948630483 104050.0655504913, -86076.38948630483 107058.5326231689))"
"POLYGON ((-83077.2989526905 107058.5326231689, -80078.20841907611 107058.5326231689, -80078.20841907611 104050.0655504913, -83077.2989526905 104050.0655504913, -83077.2989526905 107058.5326231689))"
"POLYGON ((-80078.20841907611 107058.5326231689, -77079.11788546172 107058.5326231689, -77079.11788546172 104050.0655504913, -80078.20841907611 104050.0655504913, -80078.20841907611 107058.5326231689))"
"POLYGON ((-77079.11788546172 107058.5326231689, -74080.02735184738 107058.5326231689, -74080.02735184738 104050.0655504913, -77079.11788546172 104050.0655504913, -77079.11788546172 107058.5326231689))"
"POLYGON ((-74080.02735184738 107058.5326231689, -71080.93681823299 107058.5326231689, -71080.93681823299 104050.0655504913, -74080.02735184738 104050.0655504913, -74080.02735184738 107058.5326231689))"
"POLYGON ((-71080.93681823299 107058.5326231689, -68081.84628461866 107058.5326231689, -68081.84628461866 104050.0655504913, -71080.93681823299 104050.0655504913, -71080.93681823299 107058.5326231689))"
"POLYGON ((-68081.84628461866 107058.5326231689, -65082.75575100427 107058.5326231689, -65082.75575100427 104050.0655504913, -68081.84628461866 104050.0655504913, -68081.84628461866 107058.5326231689))"
"POLYGON ((-65082.75575100427 107058.5326231689, -62083.66521738988 107058.5326231689, -62083.66521738988 104050.0655504913, -65082.75575100427 104050.0655504913, -65082.75575100427 107058.5326231689))"
"POLYGON ((-62083.66521738988 107058.5326231689, -59084.57468377554 107058.5326231689, -59084.57468377554 104050.0655504913, -62083.66521738988 104050.0655504913, -62083.66521738988 107058.5326231689))"
"POLYGON ((-59084.57468377554 107058.5326231689, -56085.48415016115 107058.5326231689, -56085.48415016115 104050.0655504913, -59084.57468377554 104050.0655504913, -59084.57468377554 107058.5326231689))"
"POLYGON ((-56085.48415016115 107058.5326231689, -53086.39361654682 107058.5326231689, -53086.39361654682 104050.0655504913, -56085.48415016115 104050.0655504913, -56085.48415016115 107058.5326231689))"
"POLYGON ((-53086.39361654682 107058.5326231689, -50087.30308293243 107058.5326231689, -50087.30308293243 104050.0655504913, -53086.39361654682 104050.0655504913, -53086.39361654682 107058.5326231689))"
"POLYGON ((-50087.30308293243 107058.5326231689, -47088.21254931804 107058.5326231689, -47088.21254931804 104050.0655504913, -50087.30308293243 104050.0655504913, -50087.30308293243 107058.5326231689))"
"POLYGON ((-47088.21254931804 107058.5326231689, -44089.1220157037 107058.5326231689, -44089.1220157037 104050.0655504913, -47088.21254931804 104050.0655504913, -47088.21254931804 107058.5326231689))"
"POLYGON ((-44089.1220157037 107058.5326231689, -41090.03148208931 107058.5326231689, -41090.03148208931 104050.0655504913, -44089.1220157037 104050.0655504913, -44089.1220157037 107058.5326231689))"
"POLYGON ((-41090.03148208931 107058.5326231689, -38090.94094847498 107058.5326231689, -38090.94094847498 104050.0655504913, -41090.03148208931 104050.0655504913, -41090.03148208931 107058.5326231689))"
"POLYGON ((-38090.94094847498 107058.5326231689, -35091.85041486059 107058.5326231689, -35091.85041486059 104050.0655504913, -38090.94094847498 104050.0655504913, -38090.94094847498 107058.5326231689))"
"POLYGON ((-35091.85041486059 107058.5326231689, -32092.75988124619 107058.5326231689, -32092.75988124619 104050.0655504913, -35091.85041486059 104050.0655504913, -35091.85041486059 107058.5326231689))"
"POLYGON ((-32092.75988124619 107058.5326231689, -29093.66934763186 107058.5326231689, -29093.66934763186 104050.0655504913, -32092.75988124619 104050.0655504913, -32092.75988124619 107058.5326231689))"
"POLYGON ((-29093.66934763186 107058.5326231689, -26094.57881401747 107058.5326231689, -26094.57881401747 104050.0655504913, -29093.66934763186 104050.0655504913, -29093.66934763186 107058.5326231689))"
"POLYGON ((-26094.57881401747 107058.5326231689, -23095.48828040314 107058.5326231689, -23095.48828040314 104050.0655504913, -26094.57881401747 104050.0655504913, -26094.57881401747 107058.5326231689))"
"POLYGON ((-23095.48828040314 107058.5326231689, -20096.39774678875 107058.5326231689, -20096.39774678875 104050.0655504913, -23095.48828040314 104050.0655504913, -23095.48828040314 107058.5326231689))"
"POLYGON ((-20096.39774678875 107058.5326231689, -17097.30721317435 107058.5326231689, -17097.30721317435 104050.0655504913, -20096.39774678875 104050.0655504913, -20096.39774678875 107058.5326231689))"
"POLYGON ((-17097.30721317435 107058.5326231689, -14098.21667956002 107058.5326231689, -14098.21667956002 104050.0655504913, -17097.30721317435 104050.0655504913, -17097.30721317435 107058.5326231689))"
"POLYGON ((-14098.21667956002 107058.5326231689, -11099.12614594563 107058.5326231689, -11099.12614594563 104050.0655504913, -14098.21667956002 104050.0655504913, -14098.21667956002 107058.5326231689))"
"POLYGON ((-11099.12614594563 107058.5326231689, -8100.035612331296 107058.5326231689, -8100.035612331296 104050.0655504913, -11099.12614594563 104050.0655504913, -11099.12614594563 107058.5326231689))"
"POLYGON ((-8100.035612331296 107058.5326231689, -5100.945078716904 107058.5326231689, -5100.945078716904 104050.0655504913, -8100.035612331296 104050.0655504913, -8100.035612331296 107058.5326231689))"
"POLYGON ((-5100.945078716904 107058.5326231689, -2101.854545102513 107058.5326231689, -2101.854545102513 104050.0655504913, -5100.945078716904 104050.0655504913, -5100.945078716904 107058.5326231689))"
"POLYGON ((-2101.854545102513 107058.5326231689, 897.2359885118203 107058.5326231689, 897.2359885118203 104050.0655504913, -2101.854545102513 104050.0655504913, -2101.854545102513 107058.5326231689))"
"POLYGON ((-323004.54164184 110066.9996958465, -320005.4511082256 110066.9996958465, -320005.4511082256 107058.5326231689, -323004.54164184 107058.5326231689, -323004.54164184 110066.9996958465))"
"POLYGON ((-320005.4511082256 110066.9996958465, -317006.3605746112 110066.9996958465, -317006.3605746112 107058.5326231689, -320005.4511082256 107058.5326231689, -320005.4511082256 110066.9996958465))"
"POLYGON ((-317006.3605746112 110066.9996958465, -314007.2700409968 110066.9996958465, -314007.2700409968 107058.5326231689, -317006.3605746112 107058.5326231689, -317006.3605746112 110066.9996958465))"
"POLYGON ((-314007.2700409968 110066.9996958465, -311008.1795073824 110066.9996958465, -311008.1795073824 107058.5326231689, -314007.2700409968 107058.5326231689, -314007.2700409968 110066.9996958465))"
"POLYGON ((-311008.1795073824 110066.9996958465, -308009.0889737681 110066.9996958465, -308009.0889737681 107058.5326231689, -311008.1795073824 107058.5326231689, -311008.1795073824 110066.9996958465))"
"POLYGON ((-308009.0889737681 110066.9996958465, -305009.9984401537 110066.9996958465, -305009.9984401537 107058.5326231689, -308009.0889737681 107058.5326231689, -308009.0889737681 110066.9996958465))"
"POLYGON ((-305009.9984401537 110066.9996958465, -302010.9079065394 110066.9996958465, -302010.9079065394 107058.5326231689, -305009.9984401537 107058.5326231689, -305009.9984401537 110066.9996958465))"
"POLYGON ((-302010.9079065394 110066.9996958465, -299011.817372925 110066.9996958465, -299011.817372925 107058.5326231689, -302010.9079065394 107058.5326231689, -302010.9079065394 110066.9996958465))"
"POLYGON ((-299011.817372925 110066.9996958465, -296012.7268393106 110066.9996958465, -296012.7268393106 107058.5326231689, -299011.817372925 107058.5326231689, -299011.817372925 110066.9996958465))"
"POLYGON ((-296012.7268393106 110066.9996958465, -293013.6363056963 110066.9996958465, -293013.6363056963 107058.5326231689, -296012.7268393106 107058.5326231689, -296012.7268393106 110066.9996958465))"
"POLYGON ((-293013.6363056963 110066.9996958465, -290014.5457720819 110066.9996958465, -290014.5457720819 107058.5326231689, -293013.6363056963 107058.5326231689, -293013.6363056963 110066.9996958465))"
"POLYGON ((-290014.5457720819 110066.9996958465, -287015.4552384675 110066.9996958465, -287015.4552384675 107058.5326231689, -290014.5457720819 107058.5326231689, -290014.5457720819 110066.9996958465))"
"POLYGON ((-287015.4552384675 110066.9996958465, -284016.3647048532 110066.9996958465, -284016.3647048532 107058.5326231689, -287015.4552384675 107058.5326231689, -287015.4552384675 110066.9996958465))"
"POLYGON ((-284016.3647048532 110066.9996958465, -281017.2741712388 110066.9996958465, -281017.2741712388 107058.5326231689, -284016.3647048532 107058.5326231689, -284016.3647048532 110066.9996958465))"
"POLYGON ((-281017.2741712388 110066.9996958465, -278018.1836376244 110066.9996958465, -278018.1836376244 107058.5326231689, -281017.2741712388 107058.5326231689, -281017.2741712388 110066.9996958465))"
"POLYGON ((-278018.1836376244 110066.9996958465, -275019.09310401 110066.9996958465, -275019.09310401 107058.5326231689, -278018.1836376244 107058.5326231689, -278018.1836376244 110066.9996958465))"
"POLYGON ((-275019.09310401 110066.9996958465, -272020.0025703957 110066.9996958465, -272020.0025703957 107058.5326231689, -275019.09310401 107058.5326231689, -275019.09310401 110066.9996958465))"
"POLYGON ((-272020.0025703957 110066.9996958465, -269020.9120367813 110066.9996958465, -269020.9120367813 107058.5326231689, -272020.0025703957 107058.5326231689, -272020.0025703957 110066.9996958465))"
"POLYGON ((-269020.9120367813 110066.9996958465, -266021.8215031669 110066.9996958465, -266021.8215031669 107058.5326231689, -269020.9120367813 107058.5326231689, -269020.9120367813 110066.9996958465))"
"POLYGON ((-266021.8215031669 110066.9996958465, -263022.7309695526 110066.9996958465, -263022.7309695526 107058.5326231689, -266021.8215031669 107058.5326231689, -266021.8215031669 110066.9996958465))"
"POLYGON ((-263022.7309695526 110066.9996958465, -260023.6404359382 110066.9996958465, -260023.6404359382 107058.5326231689, -263022.7309695526 107058.5326231689, -263022.7309695526 110066.9996958465))"
"POLYGON ((-260023.6404359382 110066.9996958465, -257024.5499023238 110066.9996958465, -257024.5499023238 107058.5326231689, -260023.6404359382 107058.5326231689, -260023.6404359382 110066.9996958465))"
"POLYGON ((-257024.5499023238 110066.9996958465, -254025.4593687095 110066.9996958465, -254025.4593687095 107058.5326231689, -257024.5499023238 107058.5326231689, -257024.5499023238 110066.9996958465))"
"POLYGON ((-254025.4593687095 110066.9996958465, -251026.3688350951 110066.9996958465, -251026.3688350951 107058.5326231689, -254025.4593687095 107058.5326231689, -254025.4593687095 110066.9996958465))"
"POLYGON ((-251026.3688350951 110066.9996958465, -248027.2783014808 110066.9996958465, -248027.2783014808 107058.5326231689, -251026.3688350951 107058.5326231689, -251026.3688350951 110066.9996958465))"
"POLYGON ((-248027.2783014808 110066.9996958465, -245028.1877678664 110066.9996958465, -245028.1877678664 107058.5326231689, -248027.2783014808 107058.5326231689, -248027.2783014808 110066.9996958465))"
"POLYGON ((-245028.1877678664 110066.9996958465, -242029.097234252 110066.9996958465, -242029.097234252 107058.5326231689, -245028.1877678664 107058.5326231689, -245028.1877678664 110066.9996958465))"
"POLYGON ((-242029.097234252 110066.9996958465, -239030.0067006376 110066.9996958465, -239030.0067006376 107058.5326231689, -242029.097234252 107058.5326231689, -242029.097234252 110066.9996958465))"
"POLYGON ((-239030.0067006376 110066.9996958465, -236030.9161670233 110066.9996958465, -236030.9161670233 107058.5326231689, -239030.0067006376 107058.5326231689, -239030.0067006376 110066.9996958465))"
"POLYGON ((-236030.9161670233 110066.9996958465, -233031.8256334089 110066.9996958465, -233031.8256334089 107058.5326231689, -236030.9161670233 107058.5326231689, -236030.9161670233 110066.9996958465))"
"POLYGON ((-233031.8256334089 110066.9996958465, -230032.7350997945 110066.9996958465, -230032.7350997945 107058.5326231689, -233031.8256334089 107058.5326231689, -233031.8256334089 110066.9996958465))"
"POLYGON ((-230032.7350997945 110066.9996958465, -227033.6445661802 110066.9996958465, -227033.6445661802 107058.5326231689, -230032.7350997945 107058.5326231689, -230032.7350997945 110066.9996958465))"
"POLYGON ((-227033.6445661802 110066.9996958465, -224034.5540325658 110066.9996958465, -224034.5540325658 107058.5326231689, -227033.6445661802 107058.5326231689, -227033.6445661802 110066.9996958465))"
"POLYGON ((-224034.5540325658 110066.9996958465, -221035.4634989514 110066.9996958465, -221035.4634989514 107058.5326231689, -224034.5540325658 107058.5326231689, -224034.5540325658 110066.9996958465))"
"POLYGON ((-221035.4634989514 110066.9996958465, -218036.372965337 110066.9996958465, -218036.372965337 107058.5326231689, -221035.4634989514 107058.5326231689, -221035.4634989514 110066.9996958465))"
"POLYGON ((-218036.372965337 110066.9996958465, -215037.2824317227 110066.9996958465, -215037.2824317227 107058.5326231689, -218036.372965337 107058.5326231689, -218036.372965337 110066.9996958465))"
"POLYGON ((-215037.2824317227 110066.9996958465, -212038.1918981083 110066.9996958465, -212038.1918981083 107058.5326231689, -215037.2824317227 107058.5326231689, -215037.2824317227 110066.9996958465))"
"POLYGON ((-212038.1918981083 110066.9996958465, -209039.101364494 110066.9996958465, -209039.101364494 107058.5326231689, -212038.1918981083 107058.5326231689, -212038.1918981083 110066.9996958465))"
"POLYGON ((-209039.101364494 110066.9996958465, -206040.0108308796 110066.9996958465, -206040.0108308796 107058.5326231689, -209039.101364494 107058.5326231689, -209039.101364494 110066.9996958465))"
"POLYGON ((-206040.0108308796 110066.9996958465, -203040.9202972652 110066.9996958465, -203040.9202972652 107058.5326231689, -206040.0108308796 107058.5326231689, -206040.0108308796 110066.9996958465))"
"POLYGON ((-203040.9202972652 110066.9996958465, -200041.8297636508 110066.9996958465, -200041.8297636508 107058.5326231689, -203040.9202972652 107058.5326231689, -203040.9202972652 110066.9996958465))"
"POLYGON ((-200041.8297636508 110066.9996958465, -197042.7392300365 110066.9996958465, -197042.7392300365 107058.5326231689, -200041.8297636508 107058.5326231689, -200041.8297636508 110066.9996958465))"
"POLYGON ((-197042.7392300365 110066.9996958465, -194043.6486964221 110066.9996958465, -194043.6486964221 107058.5326231689, -197042.7392300365 107058.5326231689, -197042.7392300365 110066.9996958465))"
"POLYGON ((-194043.6486964221 110066.9996958465, -191044.5581628077 110066.9996958465, -191044.5581628077 107058.5326231689, -194043.6486964221 107058.5326231689, -194043.6486964221 110066.9996958465))"
"POLYGON ((-191044.5581628077 110066.9996958465, -188045.4676291934 110066.9996958465, -188045.4676291934 107058.5326231689, -191044.5581628077 107058.5326231689, -191044.5581628077 110066.9996958465))"
"POLYGON ((-188045.4676291934 110066.9996958465, -185046.377095579 110066.9996958465, -185046.377095579 107058.5326231689, -188045.4676291934 107058.5326231689, -188045.4676291934 110066.9996958465))"
"POLYGON ((-185046.377095579 110066.9996958465, -182047.2865619646 110066.9996958465, -182047.2865619646 107058.5326231689, -185046.377095579 107058.5326231689, -185046.377095579 110066.9996958465))"
"POLYGON ((-182047.2865619646 110066.9996958465, -179048.1960283503 110066.9996958465, -179048.1960283503 107058.5326231689, -182047.2865619646 107058.5326231689, -182047.2865619646 110066.9996958465))"
"POLYGON ((-179048.1960283503 110066.9996958465, -176049.1054947359 110066.9996958465, -176049.1054947359 107058.5326231689, -179048.1960283503 107058.5326231689, -179048.1960283503 110066.9996958465))"
"POLYGON ((-176049.1054947359 110066.9996958465, -173050.0149611215 110066.9996958465, -173050.0149611215 107058.5326231689, -176049.1054947359 107058.5326231689, -176049.1054947359 110066.9996958465))"
"POLYGON ((-173050.0149611215 110066.9996958465, -170050.9244275072 110066.9996958465, -170050.9244275072 107058.5326231689, -173050.0149611215 107058.5326231689, -173050.0149611215 110066.9996958465))"
"POLYGON ((-170050.9244275072 110066.9996958465, -167051.8338938928 110066.9996958465, -167051.8338938928 107058.5326231689, -170050.9244275072 107058.5326231689, -170050.9244275072 110066.9996958465))"
"POLYGON ((-167051.8338938928 110066.9996958465, -164052.7433602784 110066.9996958465, -164052.7433602784 107058.5326231689, -167051.8338938928 107058.5326231689, -167051.8338938928 110066.9996958465))"
"POLYGON ((-164052.7433602784 110066.9996958465, -161053.6528266641 110066.9996958465, -161053.6528266641 107058.5326231689, -164052.7433602784 107058.5326231689, -164052.7433602784 110066.9996958465))"
"POLYGON ((-161053.6528266641 110066.9996958465, -158054.5622930497 110066.9996958465, -158054.5622930497 107058.5326231689, -161053.6528266641 107058.5326231689, -161053.6528266641 110066.9996958465))"
"POLYGON ((-158054.5622930497 110066.9996958465, -155055.4717594353 110066.9996958465, -155055.4717594353 107058.5326231689, -158054.5622930497 107058.5326231689, -158054.5622930497 110066.9996958465))"
"POLYGON ((-155055.4717594353 110066.9996958465, -152056.381225821 110066.9996958465, -152056.381225821 107058.5326231689, -155055.4717594353 107058.5326231689, -155055.4717594353 110066.9996958465))"
"POLYGON ((-152056.381225821 110066.9996958465, -149057.2906922066 110066.9996958465, -149057.2906922066 107058.5326231689, -152056.381225821 107058.5326231689, -152056.381225821 110066.9996958465))"
"POLYGON ((-149057.2906922066 110066.9996958465, -146058.2001585922 110066.9996958465, -146058.2001585922 107058.5326231689, -149057.2906922066 107058.5326231689, -149057.2906922066 110066.9996958465))"
"POLYGON ((-146058.2001585922 110066.9996958465, -143059.1096249778 110066.9996958465, -143059.1096249778 107058.5326231689, -146058.2001585922 107058.5326231689, -146058.2001585922 110066.9996958465))"
"POLYGON ((-143059.1096249778 110066.9996958465, -140060.0190913635 110066.9996958465, -140060.0190913635 107058.5326231689, -143059.1096249778 107058.5326231689, -143059.1096249778 110066.9996958465))"
"POLYGON ((-140060.0190913635 110066.9996958465, -137060.9285577491 110066.9996958465, -137060.9285577491 107058.5326231689, -140060.0190913635 107058.5326231689, -140060.0190913635 110066.9996958465))"
"POLYGON ((-137060.9285577491 110066.9996958465, -134061.8380241347 110066.9996958465, -134061.8380241347 107058.5326231689, -137060.9285577491 107058.5326231689, -137060.9285577491 110066.9996958465))"
"POLYGON ((-134061.8380241347 110066.9996958465, -131062.7474905204 110066.9996958465, -131062.7474905204 107058.5326231689, -134061.8380241347 107058.5326231689, -134061.8380241347 110066.9996958465))"
"POLYGON ((-131062.7474905204 110066.9996958465, -128063.656956906 110066.9996958465, -128063.656956906 107058.5326231689, -131062.7474905204 107058.5326231689, -131062.7474905204 110066.9996958465))"
"POLYGON ((-128063.656956906 110066.9996958465, -125064.5664232916 110066.9996958465, -125064.5664232916 107058.5326231689, -128063.656956906 107058.5326231689, -128063.656956906 110066.9996958465))"
"POLYGON ((-125064.5664232916 110066.9996958465, -122065.4758896773 110066.9996958465, -122065.4758896773 107058.5326231689, -125064.5664232916 107058.5326231689, -125064.5664232916 110066.9996958465))"
"POLYGON ((-122065.4758896773 110066.9996958465, -119066.3853560629 110066.9996958465, -119066.3853560629 107058.5326231689, -122065.4758896773 107058.5326231689, -122065.4758896773 110066.9996958465))"
"POLYGON ((-119066.3853560629 110066.9996958465, -116067.2948224485 110066.9996958465, -116067.2948224485 107058.5326231689, -119066.3853560629 107058.5326231689, -119066.3853560629 110066.9996958465))"
"POLYGON ((-116067.2948224485 110066.9996958465, -113068.2042888342 110066.9996958465, -113068.2042888342 107058.5326231689, -116067.2948224485 107058.5326231689, -116067.2948224485 110066.9996958465))"
"POLYGON ((-113068.2042888342 110066.9996958465, -110069.1137552198 110066.9996958465, -110069.1137552198 107058.5326231689, -113068.2042888342 107058.5326231689, -113068.2042888342 110066.9996958465))"
"POLYGON ((-110069.1137552198 110066.9996958465, -107070.0232216054 110066.9996958465, -107070.0232216054 107058.5326231689, -110069.1137552198 107058.5326231689, -110069.1137552198 110066.9996958465))"
"POLYGON ((-107070.0232216054 110066.9996958465, -104070.9326879911 110066.9996958465, -104070.9326879911 107058.5326231689, -107070.0232216054 107058.5326231689, -107070.0232216054 110066.9996958465))"
"POLYGON ((-104070.9326879911 110066.9996958465, -101071.8421543767 110066.9996958465, -101071.8421543767 107058.5326231689, -104070.9326879911 107058.5326231689, -104070.9326879911 110066.9996958465))"
"POLYGON ((-101071.8421543767 110066.9996958465, -98072.75162076234 110066.9996958465, -98072.75162076234 107058.5326231689, -101071.8421543767 107058.5326231689, -101071.8421543767 110066.9996958465))"
"POLYGON ((-98072.75162076234 110066.9996958465, -95073.66108714795 110066.9996958465, -95073.66108714795 107058.5326231689, -98072.75162076234 107058.5326231689, -98072.75162076234 110066.9996958465))"
"POLYGON ((-95073.66108714795 110066.9996958465, -92074.57055353356 110066.9996958465, -92074.57055353356 107058.5326231689, -95073.66108714795 107058.5326231689, -95073.66108714795 110066.9996958465))"
"POLYGON ((-92074.57055353356 110066.9996958465, -89075.48001991923 110066.9996958465, -89075.48001991923 107058.5326231689, -92074.57055353356 107058.5326231689, -92074.57055353356 110066.9996958465))"
"POLYGON ((-89075.48001991923 110066.9996958465, -86076.38948630483 110066.9996958465, -86076.38948630483 107058.5326231689, -89075.48001991923 107058.5326231689, -89075.48001991923 110066.9996958465))"
"POLYGON ((-86076.38948630483 110066.9996958465, -83077.2989526905 110066.9996958465, -83077.2989526905 107058.5326231689, -86076.38948630483 107058.5326231689, -86076.38948630483 110066.9996958465))"
"POLYGON ((-83077.2989526905 110066.9996958465, -80078.20841907611 110066.9996958465, -80078.20841907611 107058.5326231689, -83077.2989526905 107058.5326231689, -83077.2989526905 110066.9996958465))"
"POLYGON ((-80078.20841907611 110066.9996958465, -77079.11788546172 110066.9996958465, -77079.11788546172 107058.5326231689, -80078.20841907611 107058.5326231689, -80078.20841907611 110066.9996958465))"
"POLYGON ((-77079.11788546172 110066.9996958465, -74080.02735184738 110066.9996958465, -74080.02735184738 107058.5326231689, -77079.11788546172 107058.5326231689, -77079.11788546172 110066.9996958465))"
"POLYGON ((-74080.02735184738 110066.9996958465, -71080.93681823299 110066.9996958465, -71080.93681823299 107058.5326231689, -74080.02735184738 107058.5326231689, -74080.02735184738 110066.9996958465))"
"POLYGON ((-71080.93681823299 110066.9996958465, -68081.84628461866 110066.9996958465, -68081.84628461866 107058.5326231689, -71080.93681823299 107058.5326231689, -71080.93681823299 110066.9996958465))"
"POLYGON ((-68081.84628461866 110066.9996958465, -65082.75575100427 110066.9996958465, -65082.75575100427 107058.5326231689, -68081.84628461866 107058.5326231689, -68081.84628461866 110066.9996958465))"
"POLYGON ((-65082.75575100427 110066.9996958465, -62083.66521738988 110066.9996958465, -62083.66521738988 107058.5326231689, -65082.75575100427 107058.5326231689, -65082.75575100427 110066.9996958465))"
"POLYGON ((-62083.66521738988 110066.9996958465, -59084.57468377554 110066.9996958465, -59084.57468377554 107058.5326231689, -62083.66521738988 107058.5326231689, -62083.66521738988 110066.9996958465))"
"POLYGON ((-59084.57468377554 110066.9996958465, -56085.48415016115 110066.9996958465, -56085.48415016115 107058.5326231689, -59084.57468377554 107058.5326231689, -59084.57468377554 110066.9996958465))"
"POLYGON ((-56085.48415016115 110066.9996958465, -53086.39361654682 110066.9996958465, -53086.39361654682 107058.5326231689, -56085.48415016115 107058.5326231689, -56085.48415016115 110066.9996958465))"
"POLYGON ((-53086.39361654682 110066.9996958465, -50087.30308293243 110066.9996958465, -50087.30308293243 107058.5326231689, -53086.39361654682 107058.5326231689, -53086.39361654682 110066.9996958465))"
"POLYGON ((-50087.30308293243 110066.9996958465, -47088.21254931804 110066.9996958465, -47088.21254931804 107058.5326231689, -50087.30308293243 107058.5326231689, -50087.30308293243 110066.9996958465))"
"POLYGON ((-47088.21254931804 110066.9996958465, -44089.1220157037 110066.9996958465, -44089.1220157037 107058.5326231689, -47088.21254931804 107058.5326231689, -47088.21254931804 110066.9996958465))"
"POLYGON ((-44089.1220157037 110066.9996958465, -41090.03148208931 110066.9996958465, -41090.03148208931 107058.5326231689, -44089.1220157037 107058.5326231689, -44089.1220157037 110066.9996958465))"
"POLYGON ((-41090.03148208931 110066.9996958465, -38090.94094847498 110066.9996958465, -38090.94094847498 107058.5326231689, -41090.03148208931 107058.5326231689, -41090.03148208931 110066.9996958465))"
"POLYGON ((-38090.94094847498 110066.9996958465, -35091.85041486059 110066.9996958465, -35091.85041486059 107058.5326231689, -38090.94094847498 107058.5326231689, -38090.94094847498 110066.9996958465))"
"POLYGON ((-35091.85041486059 110066.9996958465, -32092.75988124619 110066.9996958465, -32092.75988124619 107058.5326231689, -35091.85041486059 107058.5326231689, -35091.85041486059 110066.9996958465))"
"POLYGON ((-32092.75988124619 110066.9996958465, -29093.66934763186 110066.9996958465, -29093.66934763186 107058.5326231689, -32092.75988124619 107058.5326231689, -32092.75988124619 110066.9996958465))"
